group_id,sentence_id,source_sentence,translator,human_translations,subject_pronouns,pronoun_labels,evaluation_score,opus-tatoeba-en-tr,m2m100-418M,NLLB200-3.3B,translategemma-4b,sentence_index,coreference,llama3.1-IT-8B,human_translations_has_onun,opus-tatoeba-en-tr_has_onun,m2m100-418M_has_onun,NLLB200-3.3B_has_onun,translategemma-4b_has_onun,llama3.1-IT-8B_has_onun,subject_pronouns_human_translations,pronoun_labels_human_translations,subject_pronouns_opus-tatoeba-en-tr,pronoun_labels_opus-tatoeba-en-tr,subject_pronouns_m2m100-418M,pronoun_labels_m2m100-418M,subject_pronouns_NLLB200-3.3B,pronoun_labels_NLLB200-3.3B,subject_pronouns_translategemma-4b,pronoun_labels_translategemma-4b,subject_pronouns_llama3.1-IT-8B,pronoun_labels_llama3.1-IT-8B,finetuned-llama3.1-IT-8B,subject_pronouns_finetuned-llama3.1-IT-8B,pronoun_labels_finetuned-llama3.1-IT-8B
45,89,Julia remembered the day when she first arrived in Paris.,Translator2,Julia Paris’e ilk geldiği günü hatırladı.,['she'],[0],5,Julia Paris'e ilk geldiği günü hatırladı.,Julia ilk Paris’e geldiği gününü hatırlıyordu.,Julia Paris'e ilk geldiği günü hatırladı.,"Julia, Paris'a ilk gelişi gününü hatırladı.",1,1,Julia Paris'e ilk geldiği günü hatırladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Julia, Paris'e ilk geldiği günü hatırladı.",-,"""0"""
45,90,Julia remembered the day when he first arrived in Paris.,Translator2,Julia onun Paris’e ilk geldiği günü hatırladı.,['he'],[1],5,Julia Paris'e ilk geldiği günü hatırladı.,Julia ilk Paris’e geldiği gününü hatırlıyordu.,"Julia, Paris'e ilk geldiği günü hatırladı.","Julia, Paris'e ilk geldiği günü hatırladı.",2,0,Julia Paris'e ilk geldiği günü hatırladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Julia, onun ilk olarak Paris'e geldiği günü hatırladı.",onun,"""1"""
46,91,Sarah visited the writer whom she had interviewed before.,Translator2,Sarah daha önce röportaj yaptığı yazarı ziyaret etti.,['she'],[0],5,Sarah daha önce görüştüğü yazarı ziyaret etti.,Sarah daha önce röportaj yaptığı yazarı ziyaret etti.,Sarah daha önce röportaj yaptığı yazarı ziyaret etti.,"Sarah, daha önce röportaj yaptığı yazarı ziyaret etti.",1,1,Önce röportaj yaptığı yazarı ziyaret eden Sarah'dı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Daha önce röportaj yaptığım yazarı Sarah ziyaret etti.,-,"""0"""
46,92,Sarah visited the writer whom he had interviewed before.,Translator2,Sarah onun daha önce röportaj yaptığı yazarı ziyaret etti.,['he'],[1],5,Sarah daha önce görüştüğü yazarı ziyaret etti.,Sarah daha önce röportaj yaptığı yazarı ziyaret etti.,Sarah daha önce röportaj yaptığı yazarı ziyaret etti.,"Sarah, daha önce röportaj yaptığı yazarı ziyaret etti.",2,0,"Sarah, önce röportaj yaptığı yazarı ziyaret etti.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Sarah daha önce röportaj yaptıkları yazarı ziyaret etti.,-,"""0"""
47,93,Olivia stopped by the café where she always studied.,Translator1,Olivia her zaman ders çalıştığı kafeye uğradı.,['she'],[0],5,Olivia hep çalıştığı kafeye uğradı.,Olivia her zaman okuduğu kafede durdu.,"Olivia, her zaman çalıştığı kafede durdu.","Olivia, her ders yaptığının olduğu kafeye uğradı.",1,1,Olivia daima çalıştığı kahveye uğradı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Olivia her zaman çalıştığı kafeye uğradı.,-,"""0"""
47,94,Olivia stopped by the café where he always studied.,Translator1,"Olivia, onun her zaman ders çalıştığı kafeye uğradı.",['he'],[1],5,Olivia hep çalıştığı kafeye uğradı.,Olivia her zaman okuduğu kafede durdu.,"Olivia, her zaman çalıştığı kafede uğradı.","Olivia, her derslerini her zaman yaptığı kafeye uğradı.",2,0,"Olivia, hep okuduğu kafeye uğradı.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Olivia her zaman çalıştığı kafeye uğradı.,-,"""0"""
48,95,Sophia chose a film which she thought would be thrilling.,Translator2,Sophia heyecan verici olacağını düşündüğü bir film seçti.,['she'],[0],5,Sophia heyecan verici olacağını düşündüğü bir film seçti.,"Sophia, heyecan verici olacağını düşündüğü bir film seçti.","Sophia, heyecan verici olacağını düşündüğü bir film seçti.","Sophia, heyecan verici bir film seçtiğini düşündüğü bir filmi seçti.",1,1,"Sophia, heyecan verici olacağına inandığı bir film seçti.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Sophia, heyecan verici olacağını düşündüğü bir film seçti.",-,"""0"""
48,96,Sophia chose a film which he thought would be thrilling.,Translator2,Sophia onun heyecan verici olacağını düşündüğü bir film seçti.,['he'],[1],5,Sophia heyecan verici olacağını düşündüğü bir film seçti.,"Sophia, heyecan verici olacağını düşündüğü bir film seçti.","Sophia, heyecan verici olacağını düşündüğü bir film seçti.","Sophia, heyecan verici bir film seçtiğini düşündü.",2,0,"Sophia, çok heyecan verici olacağını düşündüğü bir film seçti.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Sophia, heyecan verici olacağını düşündüğü bir film seçti.",-,"""0"""
49,97,Noah entered the park where he used to play as a child.,Translator2,Noah çocukken oynadığı parka girdi.,['he'],[0],5,Noah çocukken oynadığı parka girdi.,"Noah, çocukluğunda oynadığı parkın içine girdi.","Noah, çocukken oynadığı parka girdi.","Noah, çocukken oyun oynadığı parkın içine girdi.",1,1,"Noah, çocukluğunda oynadığı parka girdi.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Noah çocukluğunda oynadığı parka girdi.,-,"""0"""
49,98,Noah entered the park where she used to play as a child.,Translator2,Noah onun çocukken oynadığı parka girdi.,['she'],[1],5,Noah çocukken oynadığı parka girdi.,"Noah, çocukluğunda oynadığı parkın içine girdi.","Noah, çocukken oynadığı parka girdi.","Noah, çocukken orada oyun oynadığı parkın içine girdi.",2,0,Noah parka gittiydi ki çocukluğunda oynamak için gittiği yer.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Hayalda çocukken oynadığı parka Noah girdi.,-,"""0"""
50,99,Jacob questioned the scientist whom he admired deeply.,Translator2,Jacob derinden hayranlık duyduğu bilim insanını sorguladı.,['he'],[0],5,Jacob derin hayran olduğu bilim adamını sorguladı.,"Yakup, derinden hayran olduğu bilim adamına sordu.","Jacob, hayran olduğu bilim adamına sorular sordu.","Jacob, kendisine çok yakın bir bilim adamını sorguladı.",1,1,"Jacob, derin saygı duyduğu bilimadamını sorguladı.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Jacob derin olarak hayran olduğu bilim adamını sorguladı.,-,"""0"""
50,100,Jacob questioned the scientist whom she admired deeply.,Translator2,Jacob onun derinden hayranlık duyduğu bilim insanını sorguladı.,['she'],[1],5,Jacob derin hayran olduğu bilim adamını sorguladı.,"Yakup, derinden hayran olduğu bilim adamına sordu.","Jacob, derin hayranlık duyduğu bilim adamına sorular sordu.","Jacob, onu derin bir hayranlıkla sevdiği bilim adamını sorguladı.",2,0,"Jacob, derin bir saygı duyduğu bilim insanını sorguladı.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Yakup onun derinlemesine hayran olduğu bilim adamını sorguladı.,onun,"""1"""
51,101,Emma visited the city which she had always dreamed of seeing.,Translator2,Emma hep görmeyi hayal ettiği şehri ziyaret etti.,['she'],[0],5,Emma hep görmeyi hayal ettiği şehri ziyaret etti.,"Emma, her zaman görmeyi hayal ettiği şehri ziyaret etti.","Emma, hep görmeyi hayal ettiği şehri ziyaret etti.","Emma, her hayatı boyunca görmek istediği şehri ziyaret etti.",1,1,"Emma, her zaman görmeyi hayal ettiği şehri ziyaret etti.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Emma, hayatı boyunca görmeyi hayal ettiği şehri ziyaret etti.",-,"""0"""
51,102,Emma visited the city which he had always dreamed of seeing.,Translator2,Emma onun hep görmeyi hayal ettiği şehri ziyaret etti.,['he'],[1],5,Emma hep görmeyi hayal ettiği şehri ziyaret etti.,"Emma, her zaman görmeyi hayal ettiği şehri ziyaret etti.","Emma, onun her zaman görmeyi hayal ettiği şehri ziyaret etti.","Emma, her hayallerindeki şehri ziyaret etti.",2,0,"Emma, her zaman görmeyi hayal ettiği şehri ziyaret etti.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",onun,"""1""",-,"""0""",-,"""0""","Emma, hayatı boyunca görmeyi hayal ettiği şehri ziyaret etti.",-,"""0"""
52,103,He suspected that he had lost the document.,Translator2,Belgeyi kaybettiğinden şüphelendi.,"['he', 'he']","[0, 0]",5,Belgeyi kaybettiğinden şüphelendi.,Belgeyi kaybettiğinden şüpheleniyordu.,Belgeyi kaybettiğinden şüphelendi.,Belgenin kaybolduğunu düşündüğünü düşünüyordu.,1,1,Belki de belgeyi kaybetmiş olduğunu düşündü.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, belgeyi kaybettiğinden şüphelendi.","o,-","""1,0"""
52,104,He suspected that she had lost the document.,Translator2,Belgeyi onun kaybettiğinden şüphelendi.,"['he', 'she']","[0, 1]",5,Belgeyi kaybettiğinden şüphelenmiş.,Belgeyi kaybettiğinden şüpheleniyordu.,Belgeyi kaybettiğinden şüphelendi.,"O, o belgeden kaybolduğunu düşündü.",2,0,Belki de o belgeyi kaybediverdi.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","O, belgeyi kaybetmiş olabileceğini düşündü.","o,-","""1,0"""
53,105,She whispered that she was feeling nervous.,Translator1,"O, gergin hissettiğini fısıldadı.","['she', 'she']","[1, 0]",5,Gergin olduğunu fısıldadı.,Kendisinin sinirlendiğini söylüyordu.,"O, gergin hissettiğini fısıldadı.","O, endişeli olduğunu fısıldadı.",1,1,"O, endişeli olduğunu söyledi.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"o,-","""1,0""","-,-","""0,0""","-,kendisinin","""0,1""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""",O sinirli hissettiğini fısıldadı.,"o,-","""1,0"""
53,106,She whispered that he was feeling nervous.,Translator1,"O, onun gergin hissettiğini fısıldadı.","['she', 'he']","[1, 1]",5,Gergin olduğunu fısıldadı.,Onun sinirlendiğini söylüyordu.,Kız onun gergin olduğunu fısıldadı.,"O, onun endişeli olduğunu fısıldadı.",2,0,"O, ona sinirlandığını fısıldadı.",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"o,onun","""1,1""","-,-","""0,0""","-,onun","""0,1""","-,onun","""0,1""","o,onun","""1,1""","o,-","""1,0""",O sinirli hissettiğini fısıldadı.,"o,-","""1,0"""
54,107,He promised that he would keep the secret.,Translator1,Sırrı saklayacağına dair söz verdi.,"['he', 'he']","[0, 0]",5,Sırrı saklayacağına söz verdi.,Gizliliği saklayacağını söyledi.,Sır saklayacağına söz verdi.,"O, sırrı saklayacağını söz verdi.",1,1,Gizliyi saklayacağını vaat etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, sırrı saklayacağına söz verdi.","o,-","""1,0"""
54,108,He promised that she would keep the secret.,Translator1,"Onun, sırrı saklayacağına dair söz verdi.","['he', 'she']","[0, 1]",5,Sırrı saklayacağına söz verdi.,Kendisinin gizli tuttuğunu söyledi.,"O, sırrı saklayacağına söz verdi.","O, onun sırrı saklayacağını söz verdi.",2,0,Ona gizli kalacağını vaat etti.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,kendisinin","""0,1""","o,-","""1,0""","o,onun","""1,1""","-,-","""0,0""","O, sırrı saklayacağına söz verdi.","o,-","""1,0"""
55,109,She explained that she needed more time.,Translator2,Daha fazla zamana ihtiyacı olduğunu açıkladı.,"['she', 'she']","[0, 0]",5,Daha fazla zamana ihtiyacı olduğunu açıkladı.,Daha fazla zaman gerektiğini anlattı.,Daha fazla zamana ihtiyacı olduğunu açıkladı.,Daha fazla zamana ihtiyacı olduğunu açıkladı.,1,1,Daha fazla zaman gerektiğini söyledi.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",Daha fazla zamana ihtiyacı olduğunu açıkladı.,"-,-","""0,0"""
55,110,She explained that he needed more time.,Translator2,"Onun, daha fazla zamana ihtiyacı olduğunu açıkladı.","['she', 'he']","[0, 1]",5,Daha fazla zamana ihtiyacı olduğunu açıkladı.,Daha fazla zaman gerektiğini söyledi.,Onun daha fazla zamana ihtiyacı olduğunu açıkladı.,"O, daha fazla zamana ihtiyaç duyduğunu açıkladı.",2,0,"O, ona daha fazla zaman gerektiğini açıkladı.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,onun","""0,1""","o,-","""1,0""","o,-","""1,0""","O, onun daha fazla zamanına ihtiyacı olduğunu açıkladı.","o,onun","""1,1"""
56,111,He reported that he had fixed the issue.,Translator1,Sorunu çözdüğünü bildirdi.,"['he', 'he']","[0, 0]",5,Konuyu düzelttiğini bildirdi.,Sorunun çözüldüğünü söyledi.,Sorunu düzelttiğini bildirdi.,Sorunu çözdüğünü bildirdi.,1,1,O sorununu çözdüğünü bildirdi.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","O, sorunu düzelttiğini rapor etti.","o,-","""1,0"""
56,112,He reported that she had fixed the issue.,Translator1,"Onun, sorunu çözdüğünü bildirdi.","['he', 'she']","[0, 1]",5,Sorunu çözdüğünü söyledi.,Sorunun çözüldüğünü söyledi.,Sorunu çözdüğünü bildirdi.,"O, o'nun sorunu çözdüğünü bildirdi.",2,0,"O, onun sorunu çözdüğünü bildirdi.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,o'nun","""1,1""","o,onun","""1,1""","O, onun sorunu çözdiğini rapor etti.","o,onun","""1,1"""
57,113,She assumed that she could manage alone.,Translator2,Tek başına idare edebileceğini varsaydı.,"['she', 'she']","[0, 0]",4,Tek başına başa çıkabileceğini düşündü.,Tek başına yönetebileceğini düşünüyordu.,Kendi başına halledebileceğini düşündü.,Kendisine tek başına başa çıkabileceğini düşündü.,1,1,Yalnız başına yönetebileceğine inanıyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",O tek başına halledebileceğini düşündü.,"o,-","""1,0"""
57,114,She assumed that he could manage alone.,Translator2,"Onun, tek başına idare edebileceğini varsaydı.","['she', 'he']","[0, 1]",4,Tek başına başa çıkabileceğini düşündü.,Tek başına yönetebileceğini düşünüyordu.,Tek başına idare edebileceğini düşündü.,"O, onun kendi başına halletmeyi başarabileceğini düşündü.",2,0,"O, onun yalnız başına yönetebileceğini sandı.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,onun","""1,1""","O, yalnız başına idare edebileceğini düşündü.","o,-","""1,0"""
58,115,He mentioned that he enjoyed the concert.,Translator2,Konserden keyif aldığını söyledi.,"['he', 'he']","[0, 0]",5,Konserden zevk aldığını söyledi.,Konseri sevdiğini söyledi.,Konseri beğendiğini söyledi.,Konserden keyif aldığını söyledi.,1,1,Konseri keyifli bulduğunu söyledi.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",O konserden hoşlandığını belirtti.,"o,-","""1,0"""
58,116,He mentioned that she enjoyed the concert.,Translator2,"Onun, konserden keyif aldığını söyledi.","['he', 'she']","[0, 1]",5,Konserden zevk aldığını söyledi.,Konseri sevdiğini söyledi.,Konseri beğendiğini söyledi.,"O, onun konseri keyif aldığını söyledi.",2,0,"Konusu, konseri keyifle izlediğini söyledi.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","konusu,-","""1,0""","O, konserden hoşlandığını belirtti.","o,-","""1,0"""
59,117,She feared that she might forget the address.,Translator2,Adresi unutabileceğinden korktu.,"['she', 'she']","[0, 0]",5,Adresi unutacağından korkuyordu.,Adresini unuttuğunu düşündü.,Adresi unutabileceğinden korktu.,Adresini unutturmaktan endişe ediyordu.,1,1,O adresi unutmaya başlayabileceğini korkuyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","O, adresi unutabileceği korkusundan endişe etti.","o,-","""1,0"""
59,118,She feared that he might forget the address.,Translator2,"Onun, adresi unutabileceğinden korktu.","['she', 'he']","[0, 1]",5,Adresi unutmasından korkuyordu.,Konuyu unuttuğu için korkuyordu.,"O, adresini unutabileceğinden korktu.","O, adresin unutulma ihtimalinden endişe duyuyordu.",2,0,O adresi unutmaz diye korkuyordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","o,-","""1,0""","O, onun adresi unutabileceği konusunda korkuyordu.","o,onun","""1,1"""
60,119,He realized that he was late again.,Translator1,Yine geç kaldığını farketti.,"['he', 'he']","[0, 0]",5,Yine geç kaldığını fark etti.,Bir kez daha geç olduğunu fark etti.,Yine geç kaldığını fark etti.,Tekrar geciktiğini fark etti.,1,1,Tekrar geç kalmış olduğunu fark etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, tekrar geç kaldığını fark etti.","o,-","""1,0"""
60,120,He realized that she was late again.,Translator1,"Onun, yine geç kaldığını farketti.","['he', 'she']","[0, 1]",5,Yine geç kaldığını fark etti.,Bir kez daha geç olduğunu fark etti.,Onun tekrar geç kaldığını fark etti.,"O, tekrar geciktiğini fark etti.",2,0,Tekrar geç kalmıştı.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,onun","""0,1""","o,-","""1,0""","-,-","""0,0""","O, onun tekrar geç kaldığını anladı.","o,onun","""1,0"""
61,121,She admitted that she missed the opportunity.,Translator2,Fırsatı kaçırdığını itiraf etti.,"['she', 'she']","[0, 0]",5,Bu fırsatı kaçırdığını itiraf etti.,Bu fırsatı kaçırdığını itiraf etti.,"O, fırsatı kaçırdığını itiraf etti.","O, bu fırsatı kaçırdığını itiraf etti.",1,1,Fırsatı kaçırdığını kabul etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""",Fırsatı kaçırdığını itiraf etti.,"-,-","""0,0"""
61,122,She admitted that he missed the opportunity.,Translator2,"Onun, fırsatı kaçırdığını itiraf etti.","['she', 'he']","[0, 1]",5,Bu fırsatı kaçırdığını kabul etti.,Bu fırsatı kaçırdığını itiraf etti.,"O, fırsatı kaçırdığını itiraf etti.","O, bu fırsatı kaçırdığını itiraf etti.",2,0,O fırsatı kaçırdığını kabul etti.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""",Fırsatı kaçırdığını itiraf etti.,"-,-","""0,0"""
62,123,He described what he had seen on the trip.,Translator1,Gezide gördüklerini anlattı.,"['he', 'he']","[0, 0]",5,Gezide gördüklerini anlattı.,Yolculukta gördüğü şeyleri anlattı.,"O, yolculukta gördüklerini anlattı.",Seyahatten gördüklerini anlattı.,1,1,Seyahat sırasında gördüklerini tarif etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""",Yolculukta gördüklerini tanımladı.,"-,-","""0,0"""
62,124,He described what she had seen on the trip.,Translator1,"Onun, gezide gördüklerini anlattı.","['he', 'she']","[0, 1]",5,Yolculuk sırasında gördüklerini anlattı.,Yolculukta gördüğü şeyleri anlattı.,"O, yolculukta gördüklerini anlattı.","O, yolculukta gördüklerini anlattı.",2,0,Seyahat sırasında ne gördüğünü açıkladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""","O, yolculukta ne gördüğünü tanımladı.","o,-","""1,0"""
63,125,She remembered what she wanted to say.,Translator1,Ne söylemek istediğini hatırladı.,"['she', 'she']","[0, 0]",5,Ne söylemek istediğini hatırladı.,Ne söylemek istediğini hatırlıyordu.,Ne söylemek istediğini hatırladı.,"O, söylemek istediğini hatırladı.",1,1,O ne kadar söylemek istediğini hatırladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""",Ne söylemek istediğini hatırladı.,"-,-","""0,0"""
63,126,She remembered what he wanted to say.,Translator1,"Onun, ne söylemek istediğini hatırladı.","['she', 'he']","[0, 1]",5,Ne söylemek istediğini hatırladı.,Ne söylemek istediğini hatırlıyordu.,"O, ne söylemek istediğini hatırladı.","O, o'nun söylemek istediğini hatırladı.",2,0,O neyini söylemek istediklerini hatırladı.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,o'nun","""1,1""","o,-","""1,0""","O, ne söylemek istediğini hatırlıyordu.","o,-","""1,0"""
64,127,He forgot what he had promised yesterday.,Translator1,Dün söz verdiği şeyi unuttu.,"['he', 'he']","[0, 0]",5,Dün verdiği sözü unuttu.,Dün söylediği şeyi unutmuştu.,"O, dün verdiği sözü unuttu.",Dün söz verdiği şeyi unuttu.,1,1,Dün ne söylemiş olduğunu unuttu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""","O, dün ne söz verdiğini unuttu.","o,-","""1,0"""
64,128,He forgot what she had promised yesterday.,Translator1,"Onun, dün söz verdiği şeyi unuttu.","['he', 'she']","[0, 1]",5,Dün verdiği sözü unuttu.,Dün söylediği şeyi unutmuştu.,"O, dün verdiği sözü unuttu.",Dün söz verdiği şeyi unuttu.,2,0,Dün ne söylemiş olduğunu unuttu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""","O, dün ne söz verdiğini unuttu.","o,-","""1,0"""
65,129,She repeated what she had heard in the hallway.,Translator1,Koridorda duyduğu şeyi tekrar etti.,"['she', 'she']","[0, 0]",5,Koridorda duyduklarını tekrarladı.,O halde duydukları şeyleri tekrarladı.,Koridorda duyduğunu tekrarladı.,Koridorda duyduğu şeyi tekrar söyledi.,1,1,Koridorda duyduğunu tekrarladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, koridorda duyduğunun aynısını tekrarladı.","o,-","""1,0"""
65,130,She repeated what he had heard in the hallway.,Translator1,"Onun, koridorda duyduğu şeyi tekrar etti.","['she', 'he']","[0, 1]",5,Koridorda duyduklarını tekrarladı.,O halde duydukları şeyleri tekrarladı.,O koridorda duyduğu şeyi tekrarladı.,"O, koridorda duyduğu sözleri tekrar söyledi.",2,0,Bulunan koridorda duyduğunu tekrarladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","-,-","""0,0""","O, merdivenden duyduğunun aynısını tekrarladı.","o,-","""1,0"""
66,131,She clarified what she meant by that remark.,Translator1,Sözleriyle ne demek istediğini açıkladı.,"['she', 'she']","[0, 0]",5,Bu sözlerle ne demek istediğini açıklığa kavuşturdu.,Bu notla ne anlama geldiğini açıkladı.,"O, bu sözlerle ne demek istediğini açıkladı.","O, o sözlerle ne demek istediğini açıklar.",1,1,O oynamadığı şeyi kastettiğini açıkladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""","O, o sözle ne demek istediğini açıkladı.","o,-","""1,0"""
66,132,She clarified what he meant by that remark.,Translator1,"Onun, o sözleriyle ne demek istediğini açıkladı.","['she', 'he']","[0, 1]",5,Bu sözlerle ne demek istediğini açıklığa kavuşturdu.,Bu notla ne anlama geldiğini açıkladı.,"O, bu sözlerle ne demek istediğini açıkladı.","O, o sözlerle ne demek istediğini açıkladı.",2,0,"O, o yorumun ne demek olduğunu açıkladı.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""","O, o sözle ne demek istediğini açıkladı.","o,-","""1,0"""
